,zip,geoid,res_ratio,bus_ratio,oth_ratio,tot_ratio,city,state
0,61873,16580,1.0,1.0,1.0,1.0,SAINT JOSEPH,IL
1,61874,16580,1.0,1.0,1.0,1.0,SAVOY,IL
2,61875,16580,1.0,1.0,1.0,1.0,SEYMOUR,IL
3,61877,16580,1.0,1.0,1.0,1.0,SIDNEY,IL
4,61878,16580,1.0,1.0,1.0,1.0,THOMASBORO,IL
5,61880,16580,1.0,1.0,1.0,1.0,TOLONO,IL
6,61871,16580,1.0,0.0,1.0,1.0,ROYAL,IL
7,61883,19180,1.0,1.0,1.0,1.0,WESTVILLE,IL
8,61884,16580,1.0,1.0,1.0,1.0,WHITE HEATH,IL
9,61917,99999,1.0,1.0,0.0,1.0,BROCTON,IL
10,61919,99999,1.0,1.0,1.0,1.0,CAMARGO,IL
11,61920,16660,1.0,1.0,1.0,1.0,CHARLESTON,IL
12,61924,99999,1.0,1.0,1.0,1.0,CHRISMAN,IL
13,61931,16660,1.0,1.0,1.0,1.0,HUMBOLDT,IL
14,61932,99999,1.0,1.0,1.0,1.0,HUME,IL
15,61936,16580,1.0,1.0,0.0,1.0,LA PLACE,IL
16,61938,16660,1.0,1.0,1.0,1.0,MATTOON,IL
17,61940,99999,1.0,1.0,0.0,1.0,METCALF,IL
18,61941,99999,1.0,1.0,0.0,1.0,MURDOCK,IL
19,61942,99999,1.0,1.0,1.0,1.0,NEWMAN,IL
20,61944,99999,1.0,1.0,1.0,1.0,PARIS,IL
21,61949,99999,1.0,0.0,1.0,1.0,REDMON,IL
22,62021,41180,1.0,1.0,1.0,1.0,DORSEY,IL
23,62022,41180,1.0,1.0,1.0,1.0,DOW,IL
24,62023,41180,0.0,0.0,1.0,1.0,EAGARVILLE,IL
25,62024,41180,1.0,1.0,1.0,1.0,EAST ALTON,IL
26,62025,41180,1.0,1.0,1.0,1.0,EDWARDSVILLE,IL
27,62026,41180,0.0,1.0,0.0,1.0,EDWARDSVILLE,IL
28,62027,99999,1.0,1.0,1.0,1.0,ELDRED,IL
29,62028,41180,1.0,1.0,1.0,1.0,ELSAH,IL
30,62030,41180,0.0,0.0,1.0,1.0,FIDELITY,IL
31,62031,41180,1.0,1.0,1.0,1.0,FIELDON,IL
32,62032,99999,1.0,1.0,1.0,1.0,FILLMORE,IL
33,62033,41180,1.0,1.0,1.0,1.0,GILLESPIE,IL
34,62034,41180,1.0,1.0,1.0,1.0,GLEN CARBON,IL
35,62035,41180,1.0,1.0,1.0,1.0,GODFREY,IL
36,62036,41180,1.0,1.0,1.0,1.0,GOLDEN EAGLE,IL
37,62037,41180,1.0,1.0,1.0,1.0,GRAFTON,IL
38,62040,41180,1.0,1.0,1.0,1.0,GRANITE CITY,IL
39,61957,99999,1.0,1.0,1.0,1.0,WINDSOR,IL
40,62001,41180,1.0,1.0,1.0,1.0,ALHAMBRA,IL
41,62002,41180,1.0,1.0,1.0,1.0,ALTON,IL
42,62006,41180,1.0,1.0,1.0,1.0,BATCHTOWN,IL
43,62009,41180,1.0,1.0,1.0,1.0,BENLD,IL
44,62010,41180,1.0,1.0,1.0,1.0,BETHALTO,IL
45,62011,99999,1.0,1.0,1.0,1.0,BINGHAM,IL
46,62012,41180,1.0,1.0,1.0,1.0,BRIGHTON,IL
47,62013,41180,1.0,1.0,1.0,1.0,BRUSSELS,IL
48,62014,41180,1.0,1.0,1.0,1.0,BUNKER HILL,IL
49,62015,99999,1.0,1.0,1.0,1.0,BUTLER,IL
50,62016,99999,1.0,1.0,1.0,1.0,CARROLLTON,IL
51,61955,99999,1.0,0.0,1.0,1.0,VERMILION,IL
52,62018,41180,1.0,1.0,1.0,1.0,COTTAGE HILLS,IL
53,62045,41180,1.0,1.0,1.0,1.0,HAMBURG,IL
54,62046,41180,1.0,1.0,1.0,1.0,HAMEL,IL
55,62047,41180,1.0,1.0,1.0,1.0,HARDIN,IL
56,62048,41180,1.0,1.0,1.0,1.0,HARTFORD,IL
57,62049,99999,1.0,1.0,1.0,1.0,HILLSBORO,IL
58,62050,99999,1.0,1.0,1.0,1.0,HILLVIEW,IL
59,62051,99999,1.0,1.0,1.0,1.0,IRVING,IL
60,62052,41180,1.0,1.0,1.0,1.0,JERSEYVILLE,IL
61,62053,41180,1.0,1.0,1.0,1.0,KAMPSVILLE,IL
62,62058,41180,1.0,0.0,1.0,1.0,LIVINGSTON,IL
63,62059,41180,1.0,1.0,1.0,1.0,LOVEJOY,IL
64,62060,41180,1.0,1.0,1.0,1.0,MADISON,IL
65,62061,41180,1.0,1.0,1.0,1.0,MARINE,IL
66,62062,41180,1.0,1.0,1.0,1.0,MARYVILLE,IL
67,62063,41180,1.0,1.0,1.0,1.0,MEDORA,IL
68,62065,41180,1.0,1.0,1.0,1.0,MICHAEL,IL
69,62067,41180,1.0,1.0,1.0,1.0,MORO,IL
70,62092,99999,1.0,1.0,1.0,1.0,WHITE HALL,IL
71,62093,41180,1.0,0.0,1.0,1.0,WILSONVILLE,IL
72,62094,99999,1.0,1.0,1.0,1.0,WITT,IL
73,62095,41180,1.0,1.0,1.0,1.0,WOOD RIVER,IL
74,62097,41180,1.0,1.0,1.0,1.0,WORDEN,IL
75,62098,99999,1.0,1.0,1.0,1.0,WRIGHTS,IL
76,62201,41180,1.0,1.0,1.0,1.0,EAST SAINT LOUIS,IL
77,62202,41180,1.0,1.0,1.0,1.0,EAST SAINT LOUIS,IL
78,62203,41180,1.0,1.0,1.0,1.0,EAST SAINT LOUIS,IL
79,62204,41180,1.0,1.0,1.0,1.0,EAST SAINT LOUIS,IL
80,62205,41180,1.0,1.0,1.0,1.0,EAST SAINT LOUIS,IL
81,62206,41180,1.0,1.0,1.0,1.0,EAST SAINT LOUIS,IL
82,62207,41180,1.0,1.0,1.0,1.0,EAST SAINT LOUIS,IL
83,62208,41180,1.0,1.0,1.0,1.0,FAIRVIEW HEIGHTS,IL
84,62214,99999,1.0,1.0,1.0,1.0,ADDIEVILLE,IL
85,62215,41180,1.0,1.0,1.0,1.0,ALBERS,IL
86,62216,41180,1.0,1.0,1.0,1.0,AVISTON,IL
87,62217,99999,1.0,1.0,1.0,1.0,BALDWIN,IL
88,62218,41180,1.0,1.0,1.0,1.0,BARTELSO,IL
89,62219,41180,1.0,1.0,1.0,1.0,BECKEMEYER,IL
90,62220,41180,1.0,1.0,1.0,1.0,BELLEVILLE,IL
91,62221,41180,1.0,1.0,1.0,1.0,BELLEVILLE,IL
92,62222,41180,1.0,1.0,1.0,1.0,BELLEVILLE,IL
93,62223,41180,1.0,1.0,1.0,1.0,BELLEVILLE,IL
94,62225,41180,1.0,1.0,1.0,1.0,SCOTT AIR FORCE BASE,IL
95,62226,41180,1.0,1.0,1.0,1.0,BELLEVILLE,IL
96,62230,41180,1.0,1.0,1.0,1.0,BREESE,IL
97,62231,41180,1.0,1.0,1.0,1.0,CARLYLE,IL
98,62232,41180,1.0,1.0,1.0,1.0,CASEYVILLE,IL
99,62233,99999,1.0,1.0,1.0,1.0,CHESTER,IL
100,62234,41180,1.0,1.0,1.0,1.0,COLLINSVILLE,IL
101,62236,41180,1.0,1.0,1.0,1.0,COLUMBIA,IL
102,62237,99999,1.0,1.0,1.0,1.0,COULTERVILLE,IL
103,62238,99999,1.0,1.0,1.0,1.0,CUTLER,IL
104,62239,41180,1.0,1.0,1.0,1.0,DUPO,IL
105,62240,41180,1.0,1.0,1.0,1.0,EAST CARONDELET,IL
106,62241,99999,1.0,1.0,1.0,1.0,ELLIS GROVE,IL
107,62242,99999,1.0,1.0,1.0,1.0,EVANSVILLE,IL
108,62243,41180,1.0,1.0,1.0,1.0,FREEBURG,IL
109,62244,41180,1.0,1.0,1.0,1.0,FULTS,IL
110,62245,41180,1.0,1.0,1.0,1.0,GERMANTOWN,IL
111,62246,41180,1.0,1.0,1.0,1.0,GREENVILLE,IL
112,62248,41180,1.0,1.0,1.0,1.0,HECKER,IL
113,62249,41180,1.0,1.0,1.0,1.0,HIGHLAND,IL
114,62250,41180,1.0,1.0,1.0,1.0,HOFFMAN,IL
115,62252,41180,0.0,0.0,1.0,1.0,HUEY,IL
116,62253,41180,1.0,1.0,1.0,1.0,KEYESPORT,IL
117,62254,41180,1.0,1.0,1.0,1.0,LEBANON,IL
118,62070,41180,1.0,0.0,0.0,1.0,MOZIER,IL
119,62071,41180,0.0,1.0,1.0,1.0,NATIONAL STOCK YARDS,IL
120,62078,99999,1.0,0.0,1.0,1.0,PATTERSON,IL
121,62079,41180,1.0,1.0,1.0,1.0,PIASA,IL
122,62080,99999,1.0,1.0,1.0,1.0,RAMSEY,IL
123,62081,99999,1.0,1.0,1.0,1.0,ROCKBRIDGE,IL
124,62076,99999,1.0,0.0,1.0,1.0,OHLMAN,IL
125,62084,41180,1.0,1.0,1.0,1.0,ROXANA,IL
126,62085,41180,1.0,0.0,1.0,1.0,SAWYERVILLE,IL
127,62087,41180,1.0,1.0,1.0,1.0,SOUTH ROXANA,IL
128,62088,41180,1.0,1.0,1.0,1.0,STAUNTON,IL
129,62089,99999,1.0,1.0,1.0,1.0,TAYLOR SPRINGS,IL
130,62090,41180,1.0,1.0,1.0,1.0,VENICE,IL
131,62256,41180,0.0,0.0,1.0,1.0,MAEYSTOWN,IL
132,62258,41180,1.0,1.0,1.0,1.0,MASCOUTAH,IL
133,62259,99999,0.0,0.0,1.0,1.0,MENARD,IL
134,62260,41180,1.0,1.0,1.0,1.0,MILLSTADT,IL
135,62261,99999,1.0,1.0,1.0,1.0,MODOC,IL
136,62263,99999,1.0,1.0,1.0,1.0,NASHVILLE,IL
137,62264,41180,1.0,1.0,1.0,1.0,NEW ATHENS,IL
138,62265,41180,1.0,1.0,1.0,1.0,NEW BADEN,IL
139,62266,41180,1.0,1.0,1.0,1.0,NEW MEMPHIS,IL
140,62268,99999,1.0,1.0,1.0,1.0,OAKDALE,IL
141,62269,41180,1.0,1.0,1.0,1.0,O FALLON,IL
142,62271,99999,1.0,1.0,1.0,1.0,OKAWVILLE,IL
143,62273,41180,1.0,0.0,1.0,1.0,PIERRON,IL
144,62275,41180,1.0,1.0,1.0,1.0,POCAHONTAS,IL
145,62281,41180,1.0,1.0,1.0,1.0,SAINT JACOB,IL
146,62282,41180,1.0,1.0,1.0,1.0,SAINT LIBORY,IL
147,62284,41180,1.0,1.0,1.0,1.0,SMITHBORO,IL
148,62285,41180,1.0,1.0,1.0,1.0,SMITHTON,IL
149,62286,99999,1.0,1.0,1.0,1.0,SPARTA,IL
150,62288,99999,1.0,1.0,1.0,1.0,STEELEVILLE,IL
151,62289,41180,1.0,1.0,1.0,1.0,SUMMERFIELD,IL
152,62292,99999,1.0,0.0,1.0,1.0,TILDEN,IL
153,62293,41180,1.0,1.0,1.0,1.0,TRENTON,IL
154,62294,41180,1.0,1.0,1.0,1.0,TROY,IL
155,62295,41180,1.0,1.0,1.0,1.0,VALMEYER,IL
156,62297,99999,1.0,1.0,1.0,1.0,WALSH,IL
157,62298,41180,1.0,1.0,1.0,1.0,WATERLOO,IL
158,62301,39500,1.0,1.0,1.0,1.0,QUINCY,IL
159,62305,39500,1.0,1.0,1.0,1.0,QUINCY,IL
160,62306,39500,1.0,1.0,1.0,1.0,QUINCY,IL
161,62279,41180,1.0,0.0,1.0,1.0,RENAULT,IL
162,62313,22800,1.0,1.0,1.0,1.0,BASCO,IL
163,62319,99999,1.0,0.0,1.0,1.0,CAMDEN,IL
164,62320,39500,1.0,1.0,1.0,1.0,CAMP POINT,IL
165,62321,22800,1.0,1.0,1.0,1.0,CARTHAGE,IL
166,62323,99999,1.0,1.0,1.0,1.0,CHAMBERSBURG,IL
167,62324,39500,1.0,1.0,1.0,1.0,CLAYTON,IL
168,62325,39500,1.0,1.0,1.0,1.0,COATSBURG,IL
169,62329,22800,0.0,0.0,1.0,1.0,COLUSA,IL
170,62334,22800,1.0,0.0,1.0,1.0,ELVASTON,IL
171,62336,22800,0.0,0.0,1.0,1.0,FERRIS,IL
172,62338,39500,1.0,1.0,1.0,1.0,FOWLER,IL
173,62339,39500,1.0,1.0,1.0,1.0,GOLDEN,IL
174,62340,99999,1.0,1.0,1.0,1.0,GRIGGSVILLE,IL
175,62341,22800,1.0,1.0,1.0,1.0,HAMILTON,IL
176,62344,99999,1.0,1.0,1.0,1.0,HUNTSVILLE,IL
177,62345,99999,1.0,1.0,1.0,1.0,KINDERHOOK,IL
178,62347,39500,1.0,1.0,1.0,1.0,LIBERTY,IL
179,62348,39500,0.0,0.0,1.0,1.0,LIMA,IL
180,62352,99999,1.0,0.0,1.0,1.0,MILTON,IL
181,62353,99999,1.0,1.0,1.0,1.0,MOUNT STERLING,IL
182,62354,22800,1.0,1.0,1.0,1.0,NAUVOO,IL
183,62356,99999,1.0,1.0,1.0,1.0,NEW CANTON,IL
184,62357,99999,1.0,1.0,1.0,1.0,NEW SALEM,IL
185,62358,22800,1.0,1.0,1.0,1.0,NIOTA,IL
186,62359,39500,1.0,1.0,1.0,1.0,PALOMA,IL
187,62360,39500,1.0,1.0,1.0,1.0,PAYSON,IL
188,62361,99999,1.0,1.0,1.0,1.0,PEARL,IL
189,62362,99999,1.0,1.0,1.0,1.0,PERRY,IL
190,62365,39500,1.0,1.0,1.0,1.0,PLAINVILLE,IL
191,62370,99999,1.0,1.0,1.0,1.0,ROCKPORT,IL
192,62375,99999,1.0,1.0,1.0,1.0,TIMEWELL,IL
193,62376,39500,1.0,1.0,1.0,1.0,URSA,IL
194,62378,99999,1.0,1.0,1.0,1.0,VERSAILLES,IL
195,62380,22800,1.0,1.0,1.0,1.0,WEST POINT,IL
196,62410,99999,1.0,1.0,1.0,1.0,ALLENDALE,IL
197,62417,99999,1.0,1.0,1.0,1.0,BRIDGEPORT,IL
198,62418,99999,1.0,1.0,1.0,1.0,BROWNSTOWN,IL
199,62419,99999,1.0,1.0,1.0,1.0,CALHOUN,IL
200,62421,99999,1.0,1.0,1.0,1.0,CLAREMONT,IL
201,62422,99999,1.0,1.0,1.0,1.0,COWDEN,IL
202,62423,99999,1.0,1.0,1.0,1.0,DENNISON,IL
203,62413,99999,1.0,1.0,1.0,1.0,ANNAPOLIS,IL
204,62425,99999,1.0,1.0,1.0,1.0,DUNDAS,IL
205,62427,99999,1.0,1.0,1.0,1.0,FLAT ROCK,IL
206,62433,99999,1.0,1.0,1.0,1.0,HUTSONVILLE,IL
207,62434,99999,1.0,1.0,1.0,1.0,INGRAHAM,IL
208,62438,99999,1.0,1.0,1.0,1.0,LAKEWOOD,IL
209,62439,99999,1.0,1.0,1.0,1.0,LAWRENCEVILLE,IL
210,62440,16660,1.0,1.0,1.0,1.0,LERNA,IL
211,62441,99999,1.0,1.0,1.0,1.0,MARSHALL,IL
212,62442,99999,1.0,1.0,1.0,1.0,MARTINSVILLE,IL
213,62431,99999,1.0,1.0,1.0,1.0,HERRICK,IL
214,62444,99999,1.0,1.0,1.0,1.0,MODE,IL
215,62448,99999,1.0,1.0,1.0,1.0,NEWTON,IL
216,62449,99999,1.0,1.0,1.0,1.0,OBLONG,IL
217,62450,99999,1.0,1.0,1.0,1.0,OLNEY,IL
218,62451,99999,1.0,1.0,1.0,1.0,PALESTINE,IL
219,62452,99999,1.0,1.0,1.0,1.0,PARKERSBURG,IL
220,62454,99999,1.0,1.0,1.0,1.0,ROBINSON,IL
221,62446,99999,1.0,1.0,1.0,1.0,MOUNT ERIE,IL
222,62459,99999,1.0,0.0,1.0,1.0,SAINTE MARIE,IL
223,62460,99999,1.0,1.0,1.0,1.0,SAINT FRANCISVILLE,IL
224,62463,99999,1.0,1.0,1.0,1.0,STEWARDSON,IL
225,62464,99999,1.0,0.0,1.0,1.0,STOY,IL
226,62465,99999,1.0,1.0,1.0,1.0,STRASBURG,IL
227,62466,99999,1.0,1.0,1.0,1.0,SUMNER,IL
228,62468,16660,1.0,1.0,1.0,1.0,TOLEDO,IL
229,62469,16660,1.0,1.0,1.0,1.0,TRILLA,IL
230,62473,20820,1.0,1.0,1.0,1.0,WATSON,IL
231,62514,19500,1.0,1.0,0.0,1.0,BOODY,IL
232,62515,44100,1.0,1.0,1.0,1.0,BUFFALO,IL
233,62517,45380,1.0,1.0,1.0,1.0,BULPITT,IL
234,62518,30660,1.0,1.0,1.0,1.0,CHESTNUT,IL
235,62519,30660,0.0,1.0,0.0,1.0,CORNLAND,IL
236,62520,44100,1.0,1.0,1.0,1.0,DAWSON,IL
237,62521,19500,1.0,1.0,1.0,1.0,DECATUR,IL
238,62522,19500,1.0,1.0,1.0,1.0,DECATUR,IL
239,62523,19500,1.0,1.0,1.0,1.0,DECATUR,IL
240,62524,19500,1.0,1.0,1.0,1.0,DECATUR,IL
241,62525,19500,1.0,1.0,1.0,1.0,DECATUR,IL
242,62526,19500,1.0,1.0,1.0,1.0,DECATUR,IL
243,62530,44100,1.0,1.0,1.0,1.0,DIVERNON,IL
244,62531,45380,1.0,1.0,1.0,1.0,EDINBURG,IL
245,62532,19500,0.0,1.0,0.0,1.0,ELWIN,IL
246,62533,99999,1.0,1.0,1.0,1.0,FARMERSVILLE,IL
247,62534,99999,1.0,1.0,1.0,1.0,FINDLAY,IL
248,62535,19500,1.0,1.0,1.0,1.0,FORSYTH,IL
249,62536,44100,1.0,1.0,0.0,1.0,GLENARM,IL
250,62537,19500,1.0,1.0,0.0,1.0,HARRISTOWN,IL
251,62475,99999,1.0,1.0,1.0,1.0,WEST LIBERTY,IL
252,62476,99999,1.0,1.0,1.0,1.0,WEST SALEM,IL
253,62477,99999,1.0,1.0,1.0,1.0,WEST UNION,IL
254,62478,99999,1.0,1.0,1.0,1.0,WEST YORK,IL
255,62480,99999,1.0,1.0,1.0,1.0,WILLOW HILL,IL
256,62481,99999,1.0,1.0,1.0,1.0,YALE,IL
257,62540,45380,1.0,1.0,1.0,1.0,KINCAID,IL
258,62541,30660,1.0,1.0,0.0,1.0,LAKE FORK,IL
259,62549,19500,1.0,1.0,1.0,1.0,MT ZION,IL
260,62551,19500,1.0,1.0,1.0,1.0,NIANTIC,IL
261,62553,99999,1.0,1.0,0.0,1.0,OCONEE,IL
262,62554,19500,1.0,1.0,1.0,1.0,OREANA,IL
263,62555,45380,1.0,1.0,1.0,1.0,OWANECO,IL
264,62556,45380,1.0,1.0,0.0,1.0,PALMER,IL
265,62561,44100,1.0,1.0,1.0,1.0,RIVERTON,IL
266,62565,99999,1.0,1.0,1.0,1.0,SHELBYVILLE,IL
267,62567,45380,1.0,1.0,1.0,1.0,STONINGTON,IL
268,62568,45380,1.0,1.0,1.0,1.0,TAYLORVILLE,IL
269,62570,45380,1.0,1.0,1.0,1.0,TOVEY,IL
270,62571,99999,1.0,1.0,1.0,1.0,TOWER HILL,IL
271,62573,19500,1.0,1.0,1.0,1.0,WARRENSBURG,IL
272,62601,27300,1.0,1.0,1.0,1.0,ALEXANDER,IL
273,62610,27300,0.0,1.0,0.0,1.0,ALSEY,IL
274,62615,44100,1.0,1.0,1.0,1.0,AUBURN,IL
275,62617,99999,1.0,1.0,0.0,1.0,BATH,IL
276,62618,99999,1.0,1.0,1.0,1.0,BEARDSTOWN,IL
277,62621,27300,1.0,1.0,1.0,1.0,BLUFFS,IL
278,62622,99999,0.0,1.0,0.0,1.0,BLUFF SPRINGS,IL
279,62624,99999,1.0,1.0,0.0,1.0,BROWNING,IL
280,62625,44100,1.0,1.0,0.0,1.0,CANTRALL,IL
281,62626,41180,1.0,1.0,1.0,1.0,CARLINVILLE,IL
282,62627,99999,1.0,1.0,1.0,1.0,CHANDLERVILLE,IL
283,62628,27300,1.0,1.0,0.0,1.0,CHAPIN,IL
284,62629,44100,1.0,1.0,1.0,1.0,CHATHAM,IL
285,62630,41180,1.0,1.0,1.0,1.0,CHESTERFIELD,IL
286,62631,27300,1.0,1.0,0.0,1.0,CONCORD,IL
287,62633,99999,1.0,1.0,0.0,1.0,EASTON,IL
288,62634,30660,1.0,1.0,1.0,1.0,ELKHART,IL
289,62639,99999,1.0,1.0,0.0,1.0,FREDERICK,IL
290,62642,44100,1.0,1.0,1.0,1.0,GREENVIEW,IL
291,62643,30660,1.0,1.0,1.0,1.0,HARTSBURG,IL
292,62650,27300,1.0,1.0,1.0,1.0,JACKSONVILLE,IL
293,62651,27300,1.0,1.0,1.0,1.0,JACKSONVILLE,IL
294,62655,99999,1.0,1.0,1.0,1.0,KILBOURNE,IL
295,62656,30660,1.0,1.0,1.0,1.0,LINCOLN,IL
296,62659,44100,0.0,1.0,1.0,1.0,LINCOLNS NEW SALEM,IL
297,62660,27300,0.0,1.0,0.0,1.0,LITERBERRY,IL
298,62661,44100,1.0,1.0,1.0,1.0,LOAMI,IL
299,62662,44100,0.0,1.0,0.0,1.0,LOWDER,IL
300,62663,27300,0.0,1.0,0.0,1.0,MANCHESTER,IL
301,62664,99999,1.0,1.0,1.0,1.0,MASON CITY,IL
302,62672,41180,0.0,1.0,0.0,1.0,NILWOOD,IL
303,62695,27300,1.0,1.0,0.0,1.0,WOODSON,IL
304,62701,44100,1.0,1.0,1.0,1.0,SPRINGFIELD,IL
305,62702,44100,1.0,1.0,1.0,1.0,SPRINGFIELD,IL
306,62703,44100,1.0,1.0,1.0,1.0,SPRINGFIELD,IL
307,62704,44100,1.0,1.0,1.0,1.0,SPRINGFIELD,IL
308,62705,44100,1.0,1.0,1.0,1.0,SPRINGFIELD,IL
309,62706,44100,0.0,1.0,1.0,1.0,SPRINGFIELD,IL
310,62707,44100,1.0,1.0,1.0,1.0,SPRINGFIELD,IL
311,62708,44100,1.0,1.0,1.0,1.0,SPRINGFIELD,IL
312,62711,44100,1.0,1.0,1.0,1.0,SPRINGFIELD,IL
313,62712,44100,1.0,1.0,1.0,1.0,SPRINGFIELD,IL
314,62715,44100,0.0,1.0,0.0,1.0,SPRINGFIELD,IL
315,62716,44100,0.0,1.0,0.0,1.0,SPRINGFIELD,IL
316,62719,44100,0.0,0.0,1.0,1.0,SPRINGFIELD,IL
317,62722,44100,0.0,1.0,0.0,1.0,SPRINGFIELD,IL
318,62723,44100,0.0,1.0,0.0,1.0,SPRINGFIELD,IL
319,62726,44100,0.0,0.0,1.0,1.0,SPRINGFIELD,IL
320,62736,44100,0.0,0.0,1.0,1.0,SPRINGFIELD,IL
321,62739,44100,0.0,1.0,0.0,1.0,SPRINGFIELD,IL
322,62756,44100,0.0,1.0,1.0,1.0,SPRINGFIELD,IL
323,62757,44100,0.0,1.0,0.0,1.0,SPRINGFIELD,IL
324,62762,44100,0.0,1.0,0.0,1.0,SPRINGFIELD,IL
325,62763,44100,0.0,1.0,0.0,1.0,SPRINGFIELD,IL
326,62764,44100,0.0,0.0,1.0,1.0,SPRINGFIELD,IL
327,62765,44100,0.0,1.0,0.0,1.0,SPRINGFIELD,IL
328,62766,44100,0.0,1.0,0.0,1.0,SPRINGFIELD,IL
329,62767,44100,0.0,1.0,0.0,1.0,SPRINGFIELD,IL
330,62769,44100,0.0,1.0,0.0,1.0,SPRINGFIELD,IL
331,62776,44100,0.0,0.0,1.0,1.0,SPRINGFIELD,IL
332,62781,44100,0.0,0.0,1.0,1.0,SPRINGFIELD,IL
333,62791,44100,1.0,1.0,1.0,1.0,SPRINGFIELD,IL
334,62796,44100,0.0,0.0,1.0,1.0,SPRINGFIELD,IL
335,62674,41180,1.0,1.0,1.0,1.0,PALMYRA,IL
336,62681,99999,1.0,1.0,1.0,1.0,RUSHVILLE,IL
337,62684,44100,1.0,1.0,1.0,1.0,SHERMAN,IL
338,62685,41180,1.0,1.0,1.0,1.0,SHIPMAN,IL
339,62688,44100,1.0,1.0,1.0,1.0,TALLULA,IL
340,62689,44100,1.0,1.0,0.0,1.0,THAYER,IL
341,62691,99999,1.0,1.0,1.0,1.0,VIRGINIA,IL
342,62803,99999,1.0,1.0,1.0,1.0,HOYLETON,IL
343,62806,99999,1.0,1.0,1.0,1.0,ALBION,IL
344,62807,16460,1.0,1.0,1.0,1.0,ALMA,IL
345,62809,99999,1.0,1.0,1.0,1.0,BARNHILL,IL
346,62811,99999,1.0,0.0,1.0,1.0,BELLMONT,IL
347,62812,99999,1.0,1.0,1.0,1.0,BENTON,IL
348,62815,99999,1.0,1.0,1.0,1.0,BONE GAP,IL
349,62816,34500,1.0,1.0,1.0,1.0,BONNIE,IL
350,62817,99999,1.0,1.0,1.0,1.0,BROUGHTON,IL
351,62818,99999,1.0,1.0,1.0,1.0,BROWNS,IL
352,62819,99999,1.0,0.0,1.0,1.0,BUCKNER,IL
353,62820,99999,1.0,1.0,1.0,1.0,BURNT PRAIRIE,IL
354,62821,99999,1.0,1.0,1.0,1.0,CARMI,IL
355,62822,99999,1.0,1.0,1.0,1.0,CHRISTOPHER,IL
356,62823,99999,1.0,1.0,1.0,1.0,CISNE,IL
357,62824,99999,1.0,1.0,1.0,1.0,CLAY CITY,IL
358,62825,99999,1.0,0.0,1.0,1.0,COELLO,IL
359,62827,99999,1.0,1.0,1.0,1.0,CROSSVILLE,IL
360,62828,99999,1.0,1.0,1.0,1.0,DAHLGREN,IL
361,62829,99999,0.0,0.0,1.0,1.0,DALE,IL
362,62833,99999,1.0,1.0,1.0,1.0,ELLERY,IL
363,62834,99999,0.0,0.0,1.0,1.0,EMMA,IL
364,62835,99999,1.0,1.0,1.0,1.0,ENFIELD,IL
365,62837,99999,1.0,1.0,1.0,1.0,FAIRFIELD,IL
366,62839,99999,1.0,1.0,1.0,1.0,FLORA,IL
367,62840,99999,0.0,0.0,1.0,1.0,FRANKFORT HEIGHTS,IL
368,62856,99999,1.0,0.0,1.0,1.0,LOGAN,IL
369,62858,99999,1.0,1.0,1.0,1.0,LOUISVILLE,IL
370,62859,99999,1.0,1.0,1.0,1.0,MC LEANSBORO,IL
371,62860,99999,1.0,1.0,1.0,1.0,MACEDONIA,IL
372,62861,99999,1.0,0.0,1.0,1.0,MAUNIE,IL
373,62862,99999,1.0,1.0,1.0,1.0,MILL SHOALS,IL
374,62863,99999,1.0,1.0,1.0,1.0,MOUNT CARMEL,IL
375,62864,34500,1.0,1.0,1.0,1.0,MOUNT VERNON,IL
376,62865,99999,1.0,1.0,1.0,1.0,MULKEYTOWN,IL
377,62867,99999,1.0,1.0,1.0,1.0,NEW HAVEN,IL
378,62868,99999,1.0,1.0,1.0,1.0,NOBLE,IL
379,62869,99999,1.0,1.0,1.0,1.0,NORRIS CITY,IL
380,62870,16460,1.0,1.0,1.0,1.0,ODIN,IL
381,62871,99999,1.0,1.0,1.0,1.0,OMAHA,IL
382,62872,34500,1.0,1.0,1.0,1.0,OPDYKE,IL
383,62874,99999,1.0,1.0,1.0,1.0,ORIENT,IL
384,62842,99999,1.0,1.0,1.0,1.0,GEFF,IL
385,62843,99999,1.0,1.0,1.0,1.0,GOLDEN GATE,IL
386,62844,99999,1.0,1.0,1.0,1.0,GRAYVILLE,IL
387,62846,34500,1.0,1.0,1.0,1.0,INA,IL
388,62848,99999,1.0,1.0,1.0,1.0,IRVINGTON,IL
389,62849,16460,1.0,1.0,1.0,1.0,IUKA,IL
390,62850,99999,1.0,1.0,1.0,1.0,JOHNSONVILLE,IL
391,62852,99999,0.0,0.0,1.0,1.0,KEENSBURG,IL
392,62876,99999,1.0,0.0,1.0,1.0,RADOM,IL
393,62878,99999,1.0,1.0,1.0,1.0,RINARD,IL
394,62879,99999,0.0,0.0,1.0,1.0,SAILOR SPRINGS,IL
395,62880,99999,1.0,1.0,1.0,1.0,SAINT PETER,IL
396,62881,16460,1.0,1.0,1.0,1.0,SALEM,IL
397,62886,99999,1.0,1.0,1.0,1.0,SIMS,IL
398,62887,99999,1.0,1.0,1.0,1.0,SPRINGERTON,IL
399,62888,99999,1.0,1.0,1.0,1.0,TAMAROA,IL
400,62891,99999,1.0,0.0,1.0,1.0,VALIER,IL
